Ticker,Old Price,Date,Type,Original Currency
^FTSE,5846.7998046875,2020-04-26,INDEX,GBP
^FTSE,5753.7998046875,2020-05-03,INDEX,GBP
^FTSE,5939.7001953125,2020-05-10,INDEX,GBP
^FTSE,6048.60009765625,2020-05-17,INDEX,GBP
^FTSE,6166.39990234375,2020-05-31,INDEX,GBP
^FTSE,6472.60009765625,2020-06-07,INDEX,GBP
^FTSE,6064.7001953125,2020-06-14,INDEX,GBP
^FTSE,6244.60009765625,2020-06-21,INDEX,GBP
^FTSE,6225.7998046875,2020-06-28,INDEX,GBP
^FTSE,6285.89990234375,2020-07-05,INDEX,GBP
^FTSE,6176.2001953125,2020-07-12,INDEX,GBP
^FTSE,6261.5,2020-07-19,INDEX,GBP
^FTSE,6104.89990234375,2020-07-26,INDEX,GBP
^FTSE,6032.89990234375,2020-08-02,INDEX,GBP
^FTSE,6050.60009765625,2020-08-09,INDEX,GBP
^FTSE,6127.39990234375,2020-08-16,INDEX,GBP
^FTSE,6104.7001953125,2020-08-23,INDEX,GBP
^FTSE,5937.39990234375,2020-09-06,INDEX,GBP
^FTSE,6026.2998046875,2020-09-13,INDEX,GBP
^FTSE,5804.2998046875,2020-09-20,INDEX,GBP
^FTSE,5927.89990234375,2020-09-27,INDEX,GBP
^FTSE,5942.89990234375,2020-10-04,INDEX,GBP
^FTSE,6001.39990234375,2020-10-11,INDEX,GBP
^FTSE,5884.7001953125,2020-10-18,INDEX,GBP
^FTSE,6736.2001953125,2021-03-28,INDEX,GBP
^FTSE,6889.10009765625,2021-04-11,INDEX,GBP
^FTSE,7000.10009765625,2021-04-18,INDEX,GBP
^FTSE,6963.10009765625,2021-04-25,INDEX,GBP
^FTSE,7123.7001953125,2021-05-09,INDEX,GBP
^FTSE,7032.89990234375,2021-05-16,INDEX,GBP
^FTSE,7051.60009765625,2021-05-23,INDEX,GBP
^FTSE,7077.2001953125,2021-06-06,INDEX,GBP
^FTSE,7146.7001953125,2021-06-13,INDEX,GBP
^FTSE,7062.2998046875,2021-06-20,INDEX,GBP
^FTSE,7073.0,2021-06-27,INDEX,GBP
^FTSE,7164.89990234375,2021-07-04,INDEX,GBP
^FTSE,7125.39990234375,2021-07-11,INDEX,GBP
^FTSE,6844.39990234375,2021-07-18,INDEX,GBP
^FTSE,7025.39990234375,2021-07-25,INDEX,GBP
^FTSE,7081.7001953125,2021-08-01,INDEX,GBP
^FTSE,7132.2998046875,2021-08-08,INDEX,GBP
^FTSE,7154.0,2021-08-15,INDEX,GBP
^FTSE,7109.0,2021-08-22,INDEX,GBP
^FTSE,7187.2001953125,2021-09-05,INDEX,GBP
^FTSE,7068.39990234375,2021-09-12,INDEX,GBP
^FTSE,6903.89990234375,2021-09-19,INDEX,GBP
^FTSE,7063.39990234375,2021-09-26,INDEX,GBP
^FTSE,7011.0,2021-10-03,INDEX,GBP
^FTSE,7146.89990234375,2021-10-10,INDEX,GBP
^FTSE,7203.7998046875,2021-10-17,INDEX,GBP
^FTSE,7222.7998046875,2021-10-24,INDEX,GBP
^FTSE,7473.10009765625,2022-03-27,INDEX,GBP
^FTSE,7558.89990234375,2022-04-03,INDEX,GBP
^FTSE,7618.2998046875,2022-04-10,INDEX,GBP
^FTSE,7380.5,2022-04-24,INDEX,GBP
^FTSE,7216.60009765625,2022-05-08,INDEX,GBP
^FTSE,7464.7998046875,2022-05-15,INDEX,GBP
^FTSE,7513.39990234375,2022-05-22,INDEX,GBP
^FTSE,7600.10009765625,2022-05-29,INDEX,GBP
^FTSE,7608.2001953125,2022-06-05,INDEX,GBP
^FTSE,7205.7998046875,2022-06-12,INDEX,GBP
^FTSE,7121.7998046875,2022-06-19,INDEX,GBP
^FTSE,7258.2998046875,2022-06-26,INDEX,GBP
^FTSE,7232.7001953125,2022-07-03,INDEX,GBP
^FTSE,7196.60009765625,2022-07-10,INDEX,GBP
^FTSE,7223.2001953125,2022-07-17,INDEX,GBP
^FTSE,7306.2998046875,2022-07-24,INDEX,GBP
^FTSE,7413.39990234375,2022-07-31,INDEX,GBP
^FTSE,7482.39990234375,2022-08-07,INDEX,GBP
^FTSE,7509.2001953125,2022-08-14,INDEX,GBP
^FTSE,7533.7998046875,2022-08-21,INDEX,GBP
^FTSE,7287.39990234375,2022-09-04,INDEX,GBP
^FTSE,7473.0,2022-09-11,INDEX,GBP
^FTSE,7021.0,2022-09-25,INDEX,GBP
^FTSE,6908.7998046875,2022-10-02,INDEX,GBP
^FTSE,6959.2998046875,2022-10-09,INDEX,GBP
^FTSE,6920.2001953125,2022-10-16,INDEX,GBP
^FTSE,7014.0,2022-10-23,INDEX,GBP
^FTSE,7471.7998046875,2023-03-26,INDEX,GBP
^FTSE,7673.0,2023-04-02,INDEX,GBP
^FTSE,7879.5,2023-04-16,INDEX,GBP
^FTSE,7912.2001953125,2023-04-23,INDEX,GBP
^FTSE,7777.7001953125,2023-05-14,INDEX,GBP
^FTSE,7771.0,2023-05-21,INDEX,GBP
^FTSE,7600.0,2023-06-04,INDEX,GBP
^FTSE,7570.7001953125,2023-06-11,INDEX,GBP
^FTSE,7588.5,2023-06-18,INDEX,GBP
^FTSE,7453.60009765625,2023-06-25,INDEX,GBP
^FTSE,7527.2998046875,2023-07-02,INDEX,GBP
^FTSE,7273.7998046875,2023-07-09,INDEX,GBP
^FTSE,7406.39990234375,2023-07-16,INDEX,GBP
^FTSE,7678.60009765625,2023-07-23,INDEX,GBP
^FTSE,7699.39990234375,2023-07-30,INDEX,GBP
^FTSE,7554.5,2023-08-06,INDEX,GBP
^FTSE,7507.2001953125,2023-08-13,INDEX,GBP
^FTSE,7257.7998046875,2023-08-20,INDEX,GBP
^FTSE,7452.7998046875,2023-09-03,INDEX,GBP
^FTSE,7496.89990234375,2023-09-10,INDEX,GBP
^FTSE,7652.89990234375,2023-09-17,INDEX,GBP
^FTSE,7624.0,2023-09-24,INDEX,GBP
^FTSE,7510.7001953125,2023-10-01,INDEX,GBP
^FTSE,7492.2001953125,2023-10-08,INDEX,GBP
^FTSE,7630.60009765625,2023-10-15,INDEX,GBP
^FTSE,7374.7998046875,2023-10-22,INDEX,GBP
^FTSE,7943.5,2024-04-07,INDEX,GBP
^FTSE,7965.5,2024-04-14,INDEX,GBP
^FTSE,8023.89990234375,2024-04-21,INDEX,GBP
^FTSE,8147.0,2024-04-28,INDEX,GBP
^FTSE,8415.0,2024-05-12,INDEX,GBP
^FTSE,8424.2001953125,2024-05-19,INDEX,GBP
^FTSE,8262.7998046875,2024-06-02,INDEX,GBP
^FTSE,8228.5,2024-06-09,INDEX,GBP
^FTSE,8142.2001953125,2024-06-16,INDEX,GBP
^FTSE,8281.599609375,2024-06-23,INDEX,GBP
^FTSE,8166.7998046875,2024-06-30,INDEX,GBP
^FTSE,8193.5,2024-07-07,INDEX,GBP
^FTSE,8183.0,2024-07-14,INDEX,GBP
^FTSE,8198.7998046875,2024-07-21,INDEX,GBP
^FTSE,8292.400390625,2024-07-28,INDEX,GBP
^FTSE,8008.2001953125,2024-08-04,INDEX,GBP
^FTSE,8210.2998046875,2024-08-11,INDEX,GBP
^FTSE,8356.900390625,2024-08-18,INDEX,GBP
^FTSE,8363.7998046875,2024-09-01,INDEX,GBP
^FTSE,8270.7998046875,2024-09-08,INDEX,GBP
^FTSE,8278.400390625,2024-09-15,INDEX,GBP
^FTSE,8259.7001953125,2024-09-22,INDEX,GBP
^FTSE,8237.0,2024-09-29,INDEX,GBP
^FTSE,8303.599609375,2024-10-06,INDEX,GBP
^FTSE,8292.7001953125,2024-10-13,INDEX,GBP
^FTSE,8318.2001953125,2024-10-20,INDEX,GBP
SEE.L,42.0,2005-03-27,EQUITY,GBp
SEE.L,42.0,2005-04-03,EQUITY,GBp
SEE.L,42.0,2005-04-10,EQUITY,GBp
SEE.L,42.0,2005-04-17,EQUITY,GBp
SEE.L,42.0,2005-04-24,EQUITY,GBp
SEE.L,42.0,2005-05-01,EQUITY,GBp
SEE.L,42.0,2005-05-08,EQUITY,GBp
SEE.L,42.0,2005-05-15,EQUITY,GBp
SEE.L,42.0,2005-05-22,EQUITY,GBp
SEE.L,42.0,2005-05-29,EQUITY,GBp
SEE.L,42.0,2005-06-05,EQUITY,GBp
SEE.L,42.0,2005-06-12,EQUITY,GBp
SEE.L,42.0,2005-06-19,EQUITY,GBp
SEE.L,42.0,2005-06-26,EQUITY,GBp
SEE.L,42.0,2005-07-03,EQUITY,GBp
SEE.L,42.0,2005-07-10,EQUITY,GBp
SEE.L,42.0,2005-07-17,EQUITY,GBp
SEE.L,42.0,2005-07-24,EQUITY,GBp
SEE.L,42.0,2005-07-31,EQUITY,GBp
SEE.L,42.0,2005-08-07,EQUITY,GBp
SEE.L,42.0,2005-08-14,EQUITY,GBp
SEE.L,42.0,2005-08-21,EQUITY,GBp
SEE.L,42.0,2005-08-28,EQUITY,GBp
SEE.L,42.0,2005-09-04,EQUITY,GBp
SEE.L,42.0,2005-09-11,EQUITY,GBp
SEE.L,42.0,2005-09-18,EQUITY,GBp
SEE.L,42.0,2005-09-25,EQUITY,GBp
SEE.L,42.0,2005-10-02,EQUITY,GBp
SEE.L,42.0,2005-10-09,EQUITY,GBp
SEE.L,42.0,2005-10-16,EQUITY,GBp
SEE.L,42.0,2005-10-23,EQUITY,GBp
SEE.L,3.4000000953674316,2006-03-26,EQUITY,GBp
SEE.L,3.375,2006-04-02,EQUITY,GBp
SEE.L,3.75,2006-04-09,EQUITY,GBp
SEE.L,4.0,2006-04-23,EQUITY,GBp
SEE.L,3.75,2006-05-07,EQUITY,GBp
SEE.L,3.299999952316284,2006-05-14,EQUITY,GBp
SEE.L,3.375,2006-05-21,EQUITY,GBp
SEE.L,3.375,2006-06-04,EQUITY,GBp
SEE.L,3.375,2006-06-11,EQUITY,GBp
SEE.L,3.375,2006-06-18,EQUITY,GBp
SEE.L,3.375,2006-06-25,EQUITY,GBp
SEE.L,3.375,2006-07-02,EQUITY,GBp
SEE.L,3.5,2006-07-09,EQUITY,GBp
SEE.L,3.5,2006-07-16,EQUITY,GBp
SEE.L,3.25,2006-07-23,EQUITY,GBp
SEE.L,3.25,2006-07-30,EQUITY,GBp
SEE.L,2.625,2006-08-06,EQUITY,GBp
SEE.L,2.799999952316284,2006-08-13,EQUITY,GBp
SEE.L,3.0,2006-08-20,EQUITY,GBp
SEE.L,2.9000000953674316,2006-09-03,EQUITY,GBp
SEE.L,3.299999952316284,2006-09-10,EQUITY,GBp
SEE.L,2.875,2006-09-17,EQUITY,GBp
SEE.L,2.75,2006-09-24,EQUITY,GBp
SEE.L,2.875,2006-10-01,EQUITY,GBp
SEE.L,2.875,2006-10-08,EQUITY,GBp
SEE.L,2.625,2006-10-15,EQUITY,GBp
SEE.L,3.5999999046325684,2006-10-22,EQUITY,GBp
SEE.L,3.0,2007-03-25,EQUITY,GBp
SEE.L,3.25,2007-04-01,EQUITY,GBp
SEE.L,3.25,2007-04-15,EQUITY,GBp
SEE.L,2.5999999046325684,2007-04-22,EQUITY,GBp
SEE.L,2.5999999046325684,2007-04-29,EQUITY,GBp
SEE.L,2.5,2007-05-13,EQUITY,GBp
SEE.L,2.0999999046325684,2007-05-20,EQUITY,GBp
SEE.L,2.125,2007-06-03,EQUITY,GBp
SEE.L,2.0999999046325684,2007-06-10,EQUITY,GBp
SEE.L,2.125,2007-06-17,EQUITY,GBp
SEE.L,2.299999952316284,2007-06-24,EQUITY,GBp
SEE.L,2.25,2007-07-01,EQUITY,GBp
SEE.L,2.299999952316284,2007-07-08,EQUITY,GBp
SEE.L,2.299999952316284,2007-07-15,EQUITY,GBp
SEE.L,2.549999952316284,2007-07-22,EQUITY,GBp
SEE.L,2.549999952316284,2007-07-29,EQUITY,GBp
SEE.L,2.549999952316284,2007-08-05,EQUITY,GBp
SEE.L,2.549999952316284,2007-08-12,EQUITY,GBp
SEE.L,2.5,2007-08-19,EQUITY,GBp
SEE.L,2.375,2007-09-02,EQUITY,GBp
SEE.L,2.4000000953674316,2007-09-09,EQUITY,GBp
SEE.L,2.375,2007-09-16,EQUITY,GBp
SEE.L,2.4000000953674316,2007-09-23,EQUITY,GBp
SEE.L,2.125,2007-09-30,EQUITY,GBp
SEE.L,1.7999999523162842,2007-10-07,EQUITY,GBp
SEE.L,2.0,2007-10-14,EQUITY,GBp
SEE.L,2.0,2007-10-21,EQUITY,GBp
SEE.L,2.4000000953674316,2008-03-30,EQUITY,GBp
SEE.L,2.0,2008-04-06,EQUITY,GBp
SEE.L,2.0,2008-04-13,EQUITY,GBp
SEE.L,2.25,2008-04-20,EQUITY,GBp
SEE.L,2.125,2008-04-27,EQUITY,GBp
SEE.L,2.625,2008-05-11,EQUITY,GBp
SEE.L,3.25,2008-05-18,EQUITY,GBp
SEE.L,2.9000000953674316,2008-06-01,EQUITY,GBp
SEE.L,2.875,2008-06-08,EQUITY,GBp
SEE.L,2.875,2008-06-15,EQUITY,GBp
SEE.L,2.875,2008-06-22,EQUITY,GBp
SEE.L,2.799999952316284,2008-06-29,EQUITY,GBp
SEE.L,2.125,2008-07-06,EQUITY,GBp
SEE.L,2.0999999046325684,2008-07-13,EQUITY,GBp
SEE.L,1.600000023841858,2008-07-20,EQUITY,GBp
SEE.L,2.5999999046325684,2008-07-27,EQUITY,GBp
SEE.L,2.4000000953674316,2008-08-03,EQUITY,GBp
SEE.L,2.375,2008-08-10,EQUITY,GBp
SEE.L,2.375,2008-08-17,EQUITY,GBp
SEE.L,2.375,2008-08-31,EQUITY,GBp
SEE.L,2.25,2008-09-07,EQUITY,GBp
SEE.L,2.299999952316284,2008-09-14,EQUITY,GBp
SEE.L,2.299999952316284,2008-09-21,EQUITY,GBp
SEE.L,1.899999976158142,2008-09-28,EQUITY,GBp
SEE.L,1.899999976158142,2008-10-05,EQUITY,GBp
SEE.L,1.899999976158142,2008-10-12,EQUITY,GBp
SEE.L,1.899999976158142,2008-10-19,EQUITY,GBp
SEE.L,1.649999976158142,2009-03-29,EQUITY,GBp
SEE.L,1.399999976158142,2009-04-05,EQUITY,GBp
SEE.L,2.5999999046325684,2009-04-19,EQUITY,GBp
SEE.L,2.9000000953674316,2009-04-26,EQUITY,GBp
SEE.L,2.875,2009-05-10,EQUITY,GBp
SEE.L,2.299999952316284,2009-05-17,EQUITY,GBp
SEE.L,2.125,2009-05-31,EQUITY,GBp
SEE.L,2.0,2009-06-07,EQUITY,GBp
SEE.L,2.125,2009-06-14,EQUITY,GBp
SEE.L,2.125,2009-06-21,EQUITY,GBp
SEE.L,2.125,2009-06-28,EQUITY,GBp
SEE.L,2.125,2009-07-05,EQUITY,GBp
SEE.L,2.0999999046325684,2009-07-12,EQUITY,GBp
SEE.L,2.0,2009-07-19,EQUITY,GBp
SEE.L,2.0,2009-07-26,EQUITY,GBp
SEE.L,1.600000023841858,2009-08-02,EQUITY,GBp
SEE.L,1.625,2009-08-09,EQUITY,GBp
SEE.L,1.625,2009-08-16,EQUITY,GBp
SEE.L,1.625,2009-08-23,EQUITY,GBp
SEE.L,1.625,2009-09-06,EQUITY,GBp
SEE.L,1.600000023841858,2009-09-13,EQUITY,GBp
SEE.L,1.625,2009-09-20,EQUITY,GBp
SEE.L,1.7999999523162842,2009-09-27,EQUITY,GBp
SEE.L,1.75,2009-10-04,EQUITY,GBp
SEE.L,1.75,2009-10-11,EQUITY,GBp
SEE.L,1.8250000476837158,2009-10-18,EQUITY,GBp
SEE.L,3.0999999046325684,2010-03-28,EQUITY,GBp
SEE.L,3.299999952316284,2010-04-11,EQUITY,GBp
SEE.L,3.5,2010-04-18,EQUITY,GBp
SEE.L,3.5,2010-04-25,EQUITY,GBp
SEE.L,3.5,2010-05-09,EQUITY,GBp
SEE.L,3.5,2010-05-16,EQUITY,GBp
SEE.L,3.375,2010-05-23,EQUITY,GBp
SEE.L,3.375,2010-06-06,EQUITY,GBp
SEE.L,3.299999952316284,2010-06-13,EQUITY,GBp
SEE.L,3.25,2010-06-20,EQUITY,GBp
SEE.L,2.5,2010-06-27,EQUITY,GBp
SEE.L,2.799999952316284,2010-07-04,EQUITY,GBp
SEE.L,3.0,2010-07-11,EQUITY,GBp
SEE.L,3.0999999046325684,2010-07-18,EQUITY,GBp
SEE.L,3.799999952316284,2010-07-25,EQUITY,GBp
SEE.L,3.625,2010-08-01,EQUITY,GBp
SEE.L,3.5,2010-08-08,EQUITY,GBp
SEE.L,3.299999952316284,2010-08-15,EQUITY,GBp
SEE.L,3.125,2010-08-22,EQUITY,GBp
SEE.L,3.0,2010-09-05,EQUITY,GBp
SEE.L,2.875,2010-09-12,EQUITY,GBp
SEE.L,3.0,2010-09-19,EQUITY,GBp
SEE.L,3.5,2010-09-26,EQUITY,GBp
SEE.L,3.299999952316284,2010-10-03,EQUITY,GBp
SEE.L,3.0,2010-10-10,EQUITY,GBp
SEE.L,3.0,2010-10-17,EQUITY,GBp
SEE.L,3.5,2010-10-24,EQUITY,GBp
SEE.L,3.625,2011-03-27,EQUITY,GBp
SEE.L,3.375,2011-04-03,EQUITY,GBp
SEE.L,3.375,2011-04-10,EQUITY,GBp
SEE.L,3.25,2011-04-17,EQUITY,GBp
SEE.L,2.875,2011-05-08,EQUITY,GBp
SEE.L,3.125,2011-05-15,EQUITY,GBp
SEE.L,3.25,2011-05-22,EQUITY,GBp
SEE.L,2.5,2011-06-05,EQUITY,GBp
SEE.L,2.5,2011-06-12,EQUITY,GBp
SEE.L,2.5,2011-06-19,EQUITY,GBp
SEE.L,1.875,2011-06-26,EQUITY,GBp
SEE.L,2.25,2011-07-03,EQUITY,GBp
SEE.L,2.0,2011-07-10,EQUITY,GBp
SEE.L,3.875,2011-07-17,EQUITY,GBp
SEE.L,3.125,2011-07-24,EQUITY,GBp
SEE.L,3.0,2011-07-31,EQUITY,GBp
SEE.L,2.75,2011-08-07,EQUITY,GBp
SEE.L,3.125,2011-08-14,EQUITY,GBp
SEE.L,3.0,2011-08-21,EQUITY,GBp
SEE.L,3.125,2011-09-04,EQUITY,GBp
SEE.L,2.75,2011-09-11,EQUITY,GBp
SEE.L,3.125,2011-09-18,EQUITY,GBp
SEE.L,3.125,2011-09-25,EQUITY,GBp
SEE.L,3.125,2011-10-02,EQUITY,GBp
SEE.L,2.75,2011-10-09,EQUITY,GBp
SEE.L,2.875,2011-10-16,EQUITY,GBp
SEE.L,2.75,2011-10-23,EQUITY,GBp
SEE.L,2.75,2012-03-25,EQUITY,GBp
SEE.L,2.625,2012-04-01,EQUITY,GBp
SEE.L,2.75,2012-04-15,EQUITY,GBp
SEE.L,2.75,2012-04-22,EQUITY,GBp
SEE.L,2.625,2012-04-29,EQUITY,GBp
SEE.L,2.375,2012-05-13,EQUITY,GBp
SEE.L,2.375,2012-05-20,EQUITY,GBp
SEE.L,2.25,2012-06-10,EQUITY,GBp
SEE.L,2.25,2012-06-17,EQUITY,GBp
SEE.L,2.125,2012-06-24,EQUITY,GBp
SEE.L,2.375,2012-07-01,EQUITY,GBp
SEE.L,2.25,2012-07-08,EQUITY,GBp
SEE.L,2.125,2012-07-15,EQUITY,GBp
SEE.L,2.25,2012-07-22,EQUITY,GBp
SEE.L,2.0,2012-07-29,EQUITY,GBp
SEE.L,1.875,2012-08-05,EQUITY,GBp
SEE.L,1.75,2012-08-12,EQUITY,GBp
SEE.L,1.75,2012-08-19,EQUITY,GBp
SEE.L,1.75,2012-09-02,EQUITY,GBp
SEE.L,1.75,2012-09-09,EQUITY,GBp
SEE.L,1.625,2012-09-16,EQUITY,GBp
SEE.L,1.625,2012-09-23,EQUITY,GBp
SEE.L,1.75,2012-09-30,EQUITY,GBp
SEE.L,1.75,2012-10-07,EQUITY,GBp
SEE.L,1.75,2012-10-14,EQUITY,GBp
SEE.L,1.75,2012-10-21,EQUITY,GBp
SEE.L,2.075000047683716,2013-04-07,EQUITY,GBp
SEE.L,2.075000047683716,2013-04-14,EQUITY,GBp
SEE.L,2.075000047683716,2013-04-21,EQUITY,GBp
SEE.L,2.125,2013-04-28,EQUITY,GBp
SEE.L,2.075000047683716,2013-05-12,EQUITY,GBp
SEE.L,2.125,2013-05-19,EQUITY,GBp
SEE.L,3.125,2013-06-02,EQUITY,GBp
SEE.L,3.375,2013-06-09,EQUITY,GBp
SEE.L,3.0,2013-06-16,EQUITY,GBp
SEE.L,3.25,2013-06-23,EQUITY,GBp
SEE.L,3.0,2013-06-30,EQUITY,GBp
SEE.L,3.0,2013-07-07,EQUITY,GBp
SEE.L,2.875,2013-07-14,EQUITY,GBp
SEE.L,3.125,2013-07-21,EQUITY,GBp
SEE.L,2.875,2013-07-28,EQUITY,GBp
SEE.L,2.75,2013-08-04,EQUITY,GBp
SEE.L,2.75,2013-08-11,EQUITY,GBp
SEE.L,2.75,2013-08-18,EQUITY,GBp
SEE.L,4.375,2013-09-01,EQUITY,GBp
SEE.L,5.25,2013-09-08,EQUITY,GBp
SEE.L,5.0,2013-09-15,EQUITY,GBp
SEE.L,4.75,2013-09-22,EQUITY,GBp
SEE.L,4.625,2013-09-29,EQUITY,GBp
SEE.L,4.125,2013-10-06,EQUITY,GBp
SEE.L,4.875,2013-10-13,EQUITY,GBp
SEE.L,5.375,2013-10-20,EQUITY,GBp
SEE.L,6.625,2014-03-30,EQUITY,GBp
SEE.L,6.375,2014-04-06,EQUITY,GBp
SEE.L,6.5,2014-04-13,EQUITY,GBp
SEE.L,5.625,2014-04-27,EQUITY,GBp
SEE.L,5.25,2014-05-11,EQUITY,GBp
SEE.L,6.0,2014-05-18,EQUITY,GBp
SEE.L,6.375,2014-06-01,EQUITY,GBp
SEE.L,6.75,2014-06-08,EQUITY,GBp
SEE.L,6.25,2014-06-15,EQUITY,GBp
SEE.L,6.125,2014-06-22,EQUITY,GBp
SEE.L,6.0,2014-06-29,EQUITY,GBp
SEE.L,5.375,2014-07-06,EQUITY,GBp
SEE.L,5.125,2014-07-13,EQUITY,GBp
SEE.L,4.375,2014-07-20,EQUITY,GBp
SEE.L,4.375,2014-07-27,EQUITY,GBp
SEE.L,4.625,2014-08-03,EQUITY,GBp
SEE.L,4.75,2014-08-10,EQUITY,GBp
SEE.L,5.25,2014-08-17,EQUITY,GBp
SEE.L,6.375,2014-08-31,EQUITY,GBp
SEE.L,8.0,2014-09-07,EQUITY,GBp
SEE.L,6.875,2014-09-14,EQUITY,GBp
SEE.L,6.375,2014-09-21,EQUITY,GBp
SEE.L,6.25,2014-09-28,EQUITY,GBp
SEE.L,6.125,2014-10-05,EQUITY,GBp
SEE.L,5.75,2014-10-12,EQUITY,GBp
SEE.L,5.75,2014-10-19,EQUITY,GBp
SEE.L,5.375,2015-03-29,EQUITY,GBp
SEE.L,5.5,2015-04-12,EQUITY,GBp
SEE.L,5.5,2015-04-19,EQUITY,GBp
SEE.L,5.625,2015-04-26,EQUITY,GBp
SEE.L,5.375,2015-05-10,EQUITY,GBp
SEE.L,5.0,2015-05-17,EQUITY,GBp
SEE.L,4.375,2015-05-31,EQUITY,GBp
SEE.L,5.125,2015-06-07,EQUITY,GBp
SEE.L,4.75,2015-06-14,EQUITY,GBp
SEE.L,4.375,2015-06-21,EQUITY,GBp
SEE.L,4.75,2015-06-28,EQUITY,GBp
SEE.L,5.25,2015-07-05,EQUITY,GBp
SEE.L,5.5,2015-07-12,EQUITY,GBp
SEE.L,5.5,2015-07-19,EQUITY,GBp
SEE.L,4.875,2015-07-26,EQUITY,GBp
SEE.L,5.125,2015-08-02,EQUITY,GBp
SEE.L,5.0,2015-08-09,EQUITY,GBp
SEE.L,4.75,2015-08-16,EQUITY,GBp
SEE.L,4.5,2015-08-23,EQUITY,GBp
SEE.L,4.75,2015-09-06,EQUITY,GBp
SEE.L,4.625,2015-09-13,EQUITY,GBp
SEE.L,4.5,2015-09-20,EQUITY,GBp
SEE.L,4.875,2015-09-27,EQUITY,GBp
SEE.L,5.0,2015-10-04,EQUITY,GBp
SEE.L,5.25,2015-10-11,EQUITY,GBp
SEE.L,5.25,2015-10-18,EQUITY,GBp
SEE.L,4.625,2016-04-03,EQUITY,GBp
SEE.L,4.5,2016-04-10,EQUITY,GBp
SEE.L,4.5,2016-04-17,EQUITY,GBp
SEE.L,4.5,2016-04-24,EQUITY,GBp
SEE.L,4.0,2016-05-08,EQUITY,GBp
SEE.L,3.875,2016-05-15,EQUITY,GBp
SEE.L,3.875,2016-05-22,EQUITY,GBp
SEE.L,3.375,2016-06-05,EQUITY,GBp
SEE.L,3.125,2016-06-12,EQUITY,GBp
SEE.L,2.875,2016-06-19,EQUITY,GBp
SEE.L,2.875,2016-06-26,EQUITY,GBp
SEE.L,3.25,2016-07-03,EQUITY,GBp
SEE.L,3.75,2016-07-10,EQUITY,GBp
SEE.L,3.875,2016-07-17,EQUITY,GBp
SEE.L,3.75,2016-07-24,EQUITY,GBp
SEE.L,4.0,2016-07-31,EQUITY,GBp
SEE.L,4.0,2016-08-07,EQUITY,GBp
SEE.L,3.625,2016-08-14,EQUITY,GBp
SEE.L,3.75,2016-08-21,EQUITY,GBp
SEE.L,4.0,2016-09-04,EQUITY,GBp
SEE.L,3.625,2016-09-11,EQUITY,GBp
SEE.L,3.75,2016-09-18,EQUITY,GBp
SEE.L,5.625,2016-09-25,EQUITY,GBp
SEE.L,5.875,2016-10-02,EQUITY,GBp
SEE.L,5.0,2016-10-09,EQUITY,GBp
SEE.L,4.5,2016-10-16,EQUITY,GBp
SEE.L,4.625,2016-10-23,EQUITY,GBp
SEE.L,3.875,2017-03-26,EQUITY,GBp
SEE.L,4.125,2017-04-02,EQUITY,GBp
SEE.L,4.125,2017-04-09,EQUITY,GBp
SEE.L,3.875,2017-04-23,EQUITY,GBp
SEE.L,3.875,2017-05-07,EQUITY,GBp
SEE.L,4.375,2017-05-14,EQUITY,GBp
SEE.L,4.375,2017-05-21,EQUITY,GBp
SEE.L,4.0,2017-06-04,EQUITY,GBp
SEE.L,3.875,2017-06-11,EQUITY,GBp
SEE.L,3.875,2017-06-18,EQUITY,GBp
SEE.L,3.933000087738037,2017-06-25,EQUITY,GBp
SEE.L,3.875,2017-07-02,EQUITY,GBp
SEE.L,3.875,2017-07-09,EQUITY,GBp
SEE.L,3.5,2017-07-16,EQUITY,GBp
SEE.L,3.625,2017-07-23,EQUITY,GBp
SEE.L,3.625,2017-07-30,EQUITY,GBp
SEE.L,3.0,2017-08-06,EQUITY,GBp
SEE.L,3.125,2017-08-13,EQUITY,GBp
SEE.L,2.875,2017-08-20,EQUITY,GBp
SEE.L,3.125,2017-09-03,EQUITY,GBp
SEE.L,3.125,2017-09-10,EQUITY,GBp
SEE.L,3.25,2017-09-17,EQUITY,GBp
SEE.L,3.125,2017-09-24,EQUITY,GBp
SEE.L,3.125,2017-10-01,EQUITY,GBp
SEE.L,3.125,2017-10-08,EQUITY,GBp
SEE.L,3.0,2017-10-15,EQUITY,GBp
SEE.L,4.25,2017-10-22,EQUITY,GBp
SEE.L,4.949999809265137,2018-03-25,EQUITY,GBp
SEE.L,4.849999904632568,2018-04-08,EQUITY,GBp
SEE.L,4.800000190734863,2018-04-15,EQUITY,GBp
SEE.L,4.449999809265137,2018-04-22,EQUITY,GBp
SEE.L,5.150000095367432,2018-04-29,EQUITY,GBp
SEE.L,6.900000095367432,2018-05-13,EQUITY,GBp
SEE.L,7.460000038146973,2018-05-20,EQUITY,GBp
SEE.L,9.149999618530273,2018-06-03,EQUITY,GBp
SEE.L,11.300000190734863,2018-06-10,EQUITY,GBp
SEE.L,13.149999618530273,2018-06-17,EQUITY,GBp
SEE.L,12.949999809265137,2018-06-24,EQUITY,GBp
SEE.L,11.800000190734863,2018-07-01,EQUITY,GBp
SEE.L,12.375,2018-07-08,EQUITY,GBp
SEE.L,10.569999694824219,2018-07-15,EQUITY,GBp
